elapsed_seconds,timestamp,gpu_uuid,sm_clock_mhz,memory_clock_mhz,temperature_c,power_w,utilization_percent
1046.9981005191803,2026/09/18 11:34:24.528,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.13,96
1052.0296275615692,2026/09/18 11:34:29.561,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.64,96
1057.0639853477478,2026/09/18 11:34:34.597,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.15,96
1062.1000471115112,2026/09/18 11:34:39.630,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.75,96
1067.1323735713959,2026/09/18 11:34:44.663,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.79,96
1072.1653547286987,2026/09/18 11:34:49.696,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.81,96
1077.199024438858,2026/09/18 11:34:54.730,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.68,96
1082.2328834533691,2026/09/18 11:34:59.764,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.57,95
1087.2668569087982,2026/09/18 11:35:04.797,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.93,96
1092.2999894618988,2026/09/18 11:35:09.830,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.24,96
1097.3318417072296,2026/09/18 11:35:14.862,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.54,96
1102.364233970642,2026/09/18 11:35:19.895,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,163.02,96
1107.3976383209229,2026/09/18 11:35:24.928,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.70,96
1112.4304950237274,2026/09/18 11:35:29.961,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.25,96
1117.4636051654816,2026/09/18 11:35:34.995,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.63,96
1122.4968888759613,2026/09/18 11:35:40.028,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.73,96
1127.5302221775055,2026/09/18 11:35:45.066,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.61,96
1132.5684475898743,2026/09/18 11:35:50.099,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.57,96
1137.6006934642792,2026/09/18 11:35:55.131,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.06,96
1142.632824897766,2026/09/18 11:36:00.164,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.69,96
1147.667093038559,2026/09/18 11:36:05.199,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,163.01,96
1152.701649904251,2026/09/18 11:36:10.232,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.45,96
1157.7355983257294,2026/09/18 11:36:15.266,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.35,96
1162.7684767246246,2026/09/18 11:36:20.298,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.80,96
1167.8008811473846,2026/09/18 11:36:25.331,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,163.08,96
1172.8344366550446,2026/09/18 11:36:30.365,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.68,95
1177.8670256137848,2026/09/18 11:36:35.397,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.48,96
1182.8992881774902,2026/09/18 11:36:40.430,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.80,96
1187.9325907230377,2026/09/18 11:36:45.464,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.68,96
1192.9672648906708,2026/09/18 11:36:50.498,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.56,96
1198.0007593631744,2026/09/18 11:36:55.531,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.73,96
